geolocation_zip_code_prefix,geolocation_lat,geolocation_lng,geolocation_city,geolocation_state
1043,-23.546844062727214,-46.64062845559464,são paulo,SP
1011,-23.547639550320632,-46.63603162315495,sao paulo,SP
1028,-23.53511468388245,-46.63664864293957,sao paulo,SP
1005,-23.54968972289983,-46.63671905572496,sao paulo,SP
1046,-23.54510615208616,-46.64381018541167,são paulo,SP
1039,-23.5406861987132,-46.638296449218,sao paulo,SP
1031,-23.54418999999996,-46.63628999999997,sao paulo,SP
1032,-23.54246023535693,-46.63618792951116,sao paulo,SP
1045,-23.541794423538555,-46.64277789439665,sao paulo,SP
1044,-23.547276880373964,-46.6399237790698,sao paulo,SP
1033,-23.540703589791637,-46.63794453344108,são paulo,SP
1009,-23.546340513734236,-46.63623850320264,sao paulo,SP
1050,-23.54985418067981,-46.643139396906825,sao paulo,SP
1047,-23.54573684263371,-46.640483743407,sao paulo,SP
1050,-23.54891736303305,-46.642520665704815,sao paulo,SP
1026,-23.53925652899767,-46.63344052553524,sao paulo,SP
1029,-23.539608953372944,-46.63291093450282,sao paulo,SP
1039,-23.541971951699512,-46.64003196670314,sao paulo,SP
1007,-23.54816615573512,-46.63823833081751,são paulo,SP
1032,-23.540505663338884,-46.63541486857297,sao paulo,SP
1005,-23.54875839078997,-46.6384109454671,sao paulo,SP
1031,-23.542520789115148,-46.63533516134283,sao paulo,SP
1037,-23.54609337468981,-46.63975918581568,sao paulo,SP
1038,-23.544139809596672,-46.64041077352986,sao paulo,SP
1004,-23.549534948092827,-46.63430666833054,sao paulo,SP
1047,-23.545678222863444,-46.64050974216626,sao paulo,SP
1027,-23.53821280045007,-46.63137061449015,sao paulo,SP
1014,-23.547082268784923,-46.63340844117833,sao paulo,SP
1006,-23.550317224536894,-46.63660363835193,são paulo,SP
1007,-23.55033958312654,-46.63744114071786,sao paulo,SP
1020,-23.552482452132203,-46.62938955675458,sao paulo,SP
1014,-23.54631891978764,-46.63343055730286,são paulo,SP
1030,-23.537239491257424,-46.63298206549715,sao paulo,SP
1005,-23.549980033585307,-46.63476783166945,sao paulo,SP
1010,-23.54536151393884,-46.6346895341229,sao paulo,SP
1033,-23.53784452510254,-46.634192025535214,sao paulo,SP
1046,-23.545368575913177,-46.64318283002467,sao paulo,SP
1046,-23.54535489177092,-46.64401432180168,sao paulo,SP
1033,-23.540159399936574,-46.63548454731953,sao paulo,SP
1040,-23.540876706359263,-46.6382183104334,sao paulo,SP
1031,-23.538803228143564,-46.63400117583238,sao paulo,SP
1038,-23.54434011379765,-46.6405521865082,sao paulo,SP
1050,-23.54985418067981,-46.643139396906825,sao paulo,SP
1027,-23.53777113044608,-46.629418551907165,sao paulo,SP
1004,-23.54963705912052,-46.634056831669454,sao paulo,SP
1042,-23.54504537246811,-46.640187927145234,sao paulo,SP
1027,-23.538876611431725,-46.62859298320734,são paulo,SP
1046,-23.54510615208616,-46.64381018541167,sao paulo,SP
1050,-23.54985418067981,-46.643139396906825,são paulo,SP
1037,-23.54518734081604,-46.63785524104107,sao paulo,SP
1027,-23.53802389508915,-46.62946591534425,são paulo,SP
1001,-23.550497706907517,-46.63433817805407,sao paulo,SP
1012,-23.54774227061568,-46.63519853788446,sao paulo,SP
1033,-23.540796722482117,-46.63647342862273,sao paulo,SP
1048,-23.54717011601936,-46.639570390501504,sao paulo,SP
1050,-23.548722622251763,-46.64376241424774,sao paulo,SP
1020,-23.552494470713864,-46.631394,sao paulo,SP
1007,-23.55009663558197,-46.637934794477474,sao paulo,SP
1020,-23.552482452132203,-46.62938955675458,sao paulo,SP
1050,-23.54985418067981,-46.643139396906825,sao paulo,SP
1035,-23.54189541355524,-46.6410738923192,sao paulo,SP
1050,-23.5489498215419,-46.64192751526344,sao paulo,SP
1046,-23.545368575913177,-46.64318283002467,sao paulo,SP
1002,-23.548551065785627,-46.63507239078997,sao paulo,SP
1004,-23.550202089647414,-46.63522084915459,sao paulo,SP
1022,-23.544318781579957,-46.63085444477461,sao paulo,SP
